It is possible to add to this file steel section data
Items are: A,Iy,Iz,Iyz,J,Wy,Wz,Aty,Atz,Yg,Zg,COMMENTS
The 'Comments' field can contain data to display in window (Use . to separate lines)
Some values can be left void
units are m (International System)
If there exists images in directory '../images' with name 'profile_PREFIX.gif' 
and 'icon_PREFIX.gif', they will be used by the program
Check file 'steelsections.csv' for details
NAME;A;Iy;Iz;Iyz;J;Wy;Wz;Aty;Atz;Yg;Zg;COMMENTS
NAVALT-320-7-120-12;36.8E-004;4329E-008;1;0.0;10.57E-008;192E-006;0.0;0.023;0.023;0.225;0.0;b=0.12m e=0.007m e1=0.012m h=0.320m
NAVALT-320-8-140-14;45.2E-004;5284E-008;1;0.0;18.27E-008;227E-006;0.0;0.018;0.018;0.232;0.0;b=0.14m e=0.008m e1=0.014m h=0.320m
NAVALT-360-8-140-14;48.4E-004;7192E-008;1;0.0;18.95E-008;281E-006;0.0;0.017;0.017;0.256;0.0;b=0.14m e=0.008m e1=0.014m h=0.360m
NAVALT-360-9-160-16;58.0E-004;8559E-008;1;0.0;30.59E-008;325E-006;0.0;0.014;0.014;0.263;0.0;b=0.16m e=0.009m e1=0.016m h=0.360m
NAVALT-400-9-160-16;61.6E-004;11278E-008;1;0.0;31.56E-008;394E-006;0.0;0.013;0.013;0.286;0.0;b=0.16m e=0.009m e1=0.016m h=0.400m
NAVALT-400-10-180-18;72.4E-004;13161E-008;1;0.0;48.32E-008;448E-006;0.0;0.011;0.011;0.294;0.0;b=0.18m e=0.010m e1=0.018m h=0.400m
NAVALT-440-10-180-18;76.4E-004;16893E-008;1;0.0;49.66E-008;533E-006;0.0;0.011;0.011;0.317;0.0;b=0.18m e=0.010m e1=0.018m h=0.440m
NAVALT-440-11-200-20;88.4E-004;19407E-008;1;0.0;72.85E-008;599E-006;0.0;0.0094;0.0094;0.324;0.0;b=0.20m e=0.011m e1=0.02m h=0.440m
NAVALT-480-11-200-20;92.8E-004;24375E-008;1;0.0;74.63E-008;701E-006;0.0;0.009;0.009;0.348;0.0;b=0.20m e=0.011m e1=0.02m h=0.480m
NAVALT-350-8-150-15;50.5E-004;7018E-008;1;0.0;22.85E-008;274E-006;0.0;0.016;0.016;0.256;0.0;b=0.15m e=0.008m e1=0.015m h=0.350m
NAVALT-800-10-400-20;160.0E-004;109933E-008;1;0.0;133.33E-008;1817E-006;0.0;0.0052;0.0052;0.605;0.0;b=0.40m e=0.010m e1=0.020m h=0.800m
NAVALT-550-10-300-20;115.0E-004;37193E-008;1;0.0;98.33E-008;878E-006;0.0;0.0072;0.0072;0.424;0.0;b=0.30m e=0.010m e1=0.020m h=0.550m
NAVALT-900-10-350-25;177.5E-004;155698E-008;1;0.0;212.29E-008;2296E-006;0.0;0.0047;0.0047;0.678;0.0;b=0.35m e=0.010m e1=0.025m h=0.900m
NAVALT-550-8-300-20;104.0E-004;31730E-008;1;0.0;89.38E-008;722E-006;0.0;0.008;0.008;0.439;0.0;b=0.3m e=0.008m e1=0.02m h=0.550m
NAVALT-550-10-100-10;65.0E-004;20499E-008;1;0.0;21.67E-008;644E-006;0.0;0.0128;0.0128;0.318;0.0;b=0.1m e=0.01m e1=0.01m h=0.550m
NAVALT-750-10-200-20;115.0E-004;73837E-008;1;0.0;78.33E-008;1451E-006;0.0;0.0072;0.0072;0.509;0.0;b=0.2m e=0.01m e1=0.02m h=0.750m
NAVALT-750-8-100-10;70.0E-004;40503E-008;1;0.0;16.13E-008;943E-006;0.0;0.0119;0.0119;0.429;0.0;b=0.1m e=0.008m e1=0.01m h=0.750m
NAVALT-275-8-100-10;32.0E-004;2783E-008;1;0.0;8.03E-008;153E-006;0.0;0.026;0.026;0.182;0.0;b=0.1m e=0.008m e1=0.01m h=0.275m
NAVALT-650-10-200-20;105.0E-004;50688E-008;1;0.0;75.0E-008;1120E-006;0.0;0.0079;0.0079;0.453;0.0;b=0.2m e=0.01m e1=0.02m h=0.650m
NAVALT-550-10-200-20;95.0E-004;32688E-008;1;0.0;71.67E-008;828E-006;0.0;0.0088;0.0088;0.395;0.0;b=0.2m e=0.01m e1=0.02m h=0.550m
NAVALT-900-8-100-10;82.0E-004;66779E-008;1;0.0;18.69E-008;1321E-006;0.0;0.0102;0.0102;0.505;0.0;b=0.1m e=0.008m e1=0.01m h=0.900m


































































































